file_name	section	paragraph	sentence_num	mention_text	candidate_entity_iri	candidate_entity_label	candidate_entity_aliases	confidence	sentence
PMC7316511	Title	1	1	muscle	FBbt:00003404	muscle cell of mesothoracic extracoxal depressor muscle 66	TDM,FBbt:00003404,TDT,extracoxal depressor of trochanter,jump muscle,tergal depressor of the trochanter muscle,tergal depressor of trochanter,tergotrochanter muscle,tergotrochanteral muscle,tt muscle	1.0	Controlling motor neurons of every muscle for fly proboscis reaching
PMC7316511	Title	1	1	proboscis	FBbt:00003272	muscle cell of proboscis muscle 9	cibarial muscle 9,FBbt:00003272,lateral pharyngeal muscle,proboscis muscle m9,protractor of fulcrum,protractor of rostrum,retractor of fulcrum,rostral protractor,rostrum protractor muscle	0.863474428653717	Controlling motor neurons of every muscle for fly proboscis reaching
PMC7316511	Abstract	1	1	proboscis	FBbt:00003272	muscle cell of proboscis muscle 9	cibarial muscle 9,FBbt:00003272,lateral pharyngeal muscle,proboscis muscle m9,protractor of fulcrum,protractor of rostrum,retractor of fulcrum,rostral protractor,rostrum protractor muscle	0.863474428653717	We describe the anatomy of all the primary motor neurons in the fly proboscis and characterize their contributions to its diverse reaching movements.
PMC7316511	Abstract	1	4	proboscis muscle	FBbt:00003272	muscle cell of proboscis muscle 9	cibarial muscle 9,FBbt:00003272,lateral pharyngeal muscle,proboscis muscle m9,protractor of fulcrum,protractor of rostrum,retractor of fulcrum,rostral protractor,rostrum protractor muscle	1.0	We create a collection of fly strains to individually manipulate every proboscis muscle through control of its motor neurons, the first such collection for an appendage.
PMC7316511	Abstract	1	4	appendage	FBbt:00000046	dorsal appendage	chorionic appendage,FBbt:00000046	0.8804709911346436	We create a collection of fly strains to individually manipulate every proboscis muscle through control of its motor neurons, the first such collection for an appendage.
PMC7316511	Abstract	1	5	proboscis joint	FBbt:00051174	proboscis joint	adult proboscis joint,FBbt:00051174,proboscis articulation	1.0	We generate a model of the action of each proboscis joint, and find that only a small number of motor neurons are needed to produce proboscis reaching.
PMC7316511	Abstract	1	5	proboscis	FBbt:00003272	muscle cell of proboscis muscle 9	cibarial muscle 9,FBbt:00003272,lateral pharyngeal muscle,proboscis muscle m9,protractor of fulcrum,protractor of rostrum,retractor of fulcrum,rostral protractor,rostrum protractor muscle	0.863474428653717	We generate a model of the action of each proboscis joint, and find that only a small number of motor neurons are needed to produce proboscis reaching.
PMC7316511	Abstract	1	6	appendage	FBbt:00000046	dorsal appendage	chorionic appendage,FBbt:00000046	0.8804709911346436	Comprehensive control of each motor element in this numerically simple system paves the way for future study of both reflexive and flexible movements of this appendage.
PMC7316511	[Introduction]	1	1	muscle	FBbt:00003404	muscle cell of mesothoracic extracoxal depressor muscle 66	TDM,FBbt:00003404,TDT,extracoxal depressor of trochanter,jump muscle,tergal depressor of the trochanter muscle,tergal depressor of trochanter,tergotrochanter muscle,tergotrochanteral muscle,tt muscle	1.0	"Thank you for submitting your article ""Comprehensive genetic tools to target motor neurons for each muscle of the fly proboscis"" for consideration by eLife."
PMC7316511	[Introduction]	4	2	muscle	FBbt:00003404	muscle cell of mesothoracic extracoxal depressor muscle 66	TDM,FBbt:00003404,TDT,extracoxal depressor of trochanter,jump muscle,tergal depressor of the trochanter muscle,tergal depressor of trochanter,tergotrochanter muscle,tergotrochanteral muscle,tt muscle	1.0	The goal of the first work is achieving genetic control over motor neurons for every muscle of the Drosophila proboscis, and it is accomplished convincingly.
PMC7316511	[Introduction]	4	2	Drosophila	FBbt:00000001	organism	Drosophila,FBbt:00000001,whole organism	1.0	The goal of the first work is achieving genetic control over motor neurons for every muscle of the Drosophila proboscis, and it is accomplished convincingly.
