file_name	section	paragraph	sentence_num	mention_text	candidate_entity_iri	candidate_entity_label	candidate_entity_aliases	confidence	sentence
PMC7034979	Abstract	1	2	Drosophila	FBbt:00000001	organism	Drosophila,FBbt:00000001,whole organism	1.0	Here, we characterize gene expression patterns in distinct neural cell types of the Drosophila visual system using genetic lines to access individual cell types, the TAPIN-seq method to measure their transcriptomes, and a probabilistic method to interpret these measurements.
PMC7034979	Abstract	1	5	receptor	FBbt:00004211	photoreceptor neuron	photoreceptor cell,FBbt:00004211,receptor cell	0.8798742890357971	We describe examples that include identifying neurotransmitters, including cases of apparent co-release, generating functional hypotheses based on receptor expression, as well as identifying strong commonalities between different cell types.
PMC7034979	Abstract	2	1	brain	FBbt:00110636	adult cerebral ganglion	CRG,FBbt:00110636,SPG,adult supraesophageal ganglion,brain,cerebrum	1.0	In the brain, large numbers of different types of neurons connect with each other to form complex networks.
PMC7034979	Abstract	2	1	complex	FBbt:00040001	lateral complex	LX,FBbt:00040001	0.8953744173049927	In the brain, large numbers of different types of neurons connect with each other to form complex networks.
PMC7034979	Abstract	3	1	brain	FBbt:00110636	adult cerebral ganglion	CRG,FBbt:00110636,SPG,adult supraesophageal ganglion,brain,cerebrum	1.0	However, charting the connections between neurons does not give all the answers as to how the brain works; for example, it does not necessarily reveal the nature of the information two connected cells exchange.
PMC7034979	Abstract	4	2	neuron	FBbt:00001564	U neuron	U motor neuron,FBbt:00001564,U/CQ neuron	1.0	First, 100 fly strains were established, each carrying a single type of neuron colored with a fluorescent marker.
PMC7034979	Abstract	4	3	cell	FBbt:00004781	wing basal cell 1	C' cell,FBbt:00004781	1.0	Then, a biochemical approach was developed to extract the part of the cell that contains the genetic code from the neurons with the marker.
PMC7034979	Abstract	4	5	neuron	FBbt:00001564	U neuron	U motor neuron,FBbt:00001564,U/CQ neuron	1.0	This led to the creation of a database that shows whether 15,000 genes in each neuron type across 100 fly strains were switched on.
PMC7034979	Abstract	6	2	complex	FBbt:00040001	lateral complex	LX,FBbt:00040001	0.8953744173049927	With more advanced genetic methods, it may one day become possible to better grasp how complex brains in other organisms are organized, and how they are disrupted in disease.
PMC7034979	[Introduction]	5	12	Drosophila	FBbt:00000001	organism	Drosophila,FBbt:00000001,whole organism	1.0	By combining high resolution connectome obtained by EM with the expression patterns obtained by TAPIN and INTACT methods the authors find multiple wiring paradigms in the Drosophila brain.
PMC7034979	[Introduction]	5	12	brain	FBbt:00110636	adult cerebral ganglion	CRG,FBbt:00110636,SPG,adult supraesophageal ganglion,brain,cerebrum	1.0	By combining high resolution connectome obtained by EM with the expression patterns obtained by TAPIN and INTACT methods the authors find multiple wiring paradigms in the Drosophila brain.
PMC7034979	[Introduction]	6	3	brain	FBbt:00110636	adult cerebral ganglion	CRG,FBbt:00110636,SPG,adult supraesophageal ganglion,brain,cerebrum	1.0	They compare their results to published single-cell sequencing datasets from the optic lobes and the brain and confirmed that the single-cell datasets consisted of clusters that include more than one cell types, which was already known based on the number of clusters itself.
