file_name	section	paragraph	sentence_num	mention_text	candidate_entity_iri	candidate_entity_label	candidate_entity_aliases	confidence	sentence
PMC8252886	Title	1	1	Drosophila	FBbt:00000001	organism	Drosophila,FBbt:00000001,whole organism	1.0	Visual Input into the Drosophila melanogaster Mushroom Body
PMC8252886	Abstract	1	2	Drosophila	FBbt:00000001	organism	Drosophila,FBbt:00000001,whole organism	1.0	The Drosophila melanogaster mushroom body-an associative center-is an ideal system to investigate how different sensory channels converge in higher order brain centers.
PMC8252886	Abstract	1	3	mushroom body	FBbt:00005801	mushroom body	MB,FBbt:00005801,corpora pedunculata	1.0	The neurons connecting the mushroom body to the olfactory system have been described in great detail, but input from other sensory systems remains poorly defined.
PMC8252886	Abstract	1	4	neuron	FBbt:00001564	U neuron	U motor neuron,FBbt:00001564,U/CQ neuron	1.0	Here, we use a range of anatomical and genetic techniques to identify two types of input neuron that connect visual processing centers-the lobula and the posterior lateral protocerebrum-to the dorsal accessory calyx of the mushroom body.
PMC8252886	Abstract	1	4	lobula	FBbt:00003852	lobula	LO,FBbt:00003852,Lo,Lob	1.0	Here, we use a range of anatomical and genetic techniques to identify two types of input neuron that connect visual processing centers-the lobula and the posterior lateral protocerebrum-to the dorsal accessory calyx of the mushroom body.
PMC8252886	Abstract	1	4	posterior lateral	FBbt:00007432	LP neuron	LPN,FBbt:00007432,LPN-AstA,lateral posterior neuron	0.9472315907478333	Here, we use a range of anatomical and genetic techniques to identify two types of input neuron that connect visual processing centers-the lobula and the posterior lateral protocerebrum-to the dorsal accessory calyx of the mushroom body.
PMC8252886	Abstract	1	4	dorsal accessory calyx	FBbt:00045007	adult mushroom body dorsal accessory calyx	ACA,FBbt:00045007,dACA,dorsal accessory calyx,mushroom body accessory calyx	1.0	Here, we use a range of anatomical and genetic techniques to identify two types of input neuron that connect visual processing centers-the lobula and the posterior lateral protocerebrum-to the dorsal accessory calyx of the mushroom body.
PMC8252886	Abstract	1	4	mushroom body	FBbt:00005801	mushroom body	MB,FBbt:00005801,corpora pedunculata	1.0	Here, we use a range of anatomical and genetic techniques to identify two types of input neuron that connect visual processing centers-the lobula and the posterior lateral protocerebrum-to the dorsal accessory calyx of the mushroom body.
PMC8252886	Abstract	1	5	medulla	FBbt:00003748	medulla	ME,FBbt:00003748,Med,m,optic medulla	1.0	Together with previous work that described a pathway conveying visual information from the medulla to the ventral accessory calyx of the mushroom body, our study defines a second, parallel pathway that is anatomically poised to convey information from the visual system to the dorsal accessory calyx.
PMC8252886	Abstract	1	5	ventral accessory calyx	FBbt:00048332	adult mushroom body lateral accessory calyx	lACA,FBbt:00048332,lateral accessory calyx	0.8889974355697632	Together with previous work that described a pathway conveying visual information from the medulla to the ventral accessory calyx of the mushroom body, our study defines a second, parallel pathway that is anatomically poised to convey information from the visual system to the dorsal accessory calyx.
PMC8252886	Abstract	1	5	mushroom body	FBbt:00005801	mushroom body	MB,FBbt:00005801,corpora pedunculata	1.0	Together with previous work that described a pathway conveying visual information from the medulla to the ventral accessory calyx of the mushroom body, our study defines a second, parallel pathway that is anatomically poised to convey information from the visual system to the dorsal accessory calyx.
PMC8252886	Abstract	1	5	dorsal accessory calyx	FBbt:00045007	adult mushroom body dorsal accessory calyx	ACA,FBbt:00045007,dACA,dorsal accessory calyx,mushroom body accessory calyx	1.0	Together with previous work that described a pathway conveying visual information from the medulla to the ventral accessory calyx of the mushroom body, our study defines a second, parallel pathway that is anatomically poised to convey information from the visual system to the dorsal accessory calyx.
PMC8252886	In Brief	1	1	Li	FBbt:00003882	lobula intrinsic neuron	Li,FBbt:00003882,lobular intrinsic neuron	1.0	Li et al. find that the dorsal accessory calyx of the Drosophila melanogaster mushroom body integrates visual input from the lobula and the posterior lateral protocerebrum.
PMC8252886	In Brief	1	1	dorsal accessory calyx	FBbt:00045007	adult mushroom body dorsal accessory calyx	ACA,FBbt:00045007,dACA,dorsal accessory calyx,mushroom body accessory calyx	1.0	Li et al. find that the dorsal accessory calyx of the Drosophila melanogaster mushroom body integrates visual input from the lobula and the posterior lateral protocerebrum.
PMC8252886	In Brief	1	1	Drosophila	FBbt:00000001	organism	Drosophila,FBbt:00000001,whole organism	1.0	Li et al. find that the dorsal accessory calyx of the Drosophila melanogaster mushroom body integrates visual input from the lobula and the posterior lateral protocerebrum.
PMC8252886	In Brief	1	1	lobula	FBbt:00003852	lobula	LO,FBbt:00003852,Lo,Lob	1.0	Li et al. find that the dorsal accessory calyx of the Drosophila melanogaster mushroom body integrates visual input from the lobula and the posterior lateral protocerebrum.
